artist,song,link,text
Ice Cube,Turn Off The Radio,/i/ice+cube/turn+off+the+radio_20066634.html,"Turn on the radio take a listen  
What you're missing  
Personally I'm sick of the ass kissing  
What I'm kicking to you won't get rotation  
Nowhere in the nation  
Program directors and DJ's ignored me  
Cause I simply said fuck Top Forty  
And top thirty top twenty and top ten  
Until you put more hip hop in  
Then I might grin but don't pretend that you're down with the see  
And go and dis me in a magazine  
How could you figure the brother could dig ya  
DJ face down in the river  
No it's not a threat but a promise  
I'm as  
Crazy as they come see  
Mama didn't love me  
All I got is my nine  
And to calm the savage beast here's the Alpine  
  
Turn off that bullshit!  
Turn off that motherfucking radio!  
Turn off that bullshit!  
Turn off that motherfucking radio!  
Turn off that bullshit!  
Play the music motherfucker put the music on  
Damn!  
  
Tune in to the radio listen for a minute  
Yo G stick a fucking tape in it  
Cause all the radio do is gangle  
That R and B love triangle  
If you're out there kicking it with the brothers  
You don't care about lovers  
You want to hear a young nigga on the mic  
Going buck wild  
Throwing and flowing and showing new styles  
That's where I'm coming from  
Reality that's what they're running from  
So if you're down with Ice Cube let me know that you know  
Yo turn off the radio  
  
You know what? You know what?  
Basically those black guys and those rap guys  
They don't know what the fuck they're doing  
I hate those fuckers  
I hate em  
Especially that one guy  
The AmeriKKKa's most wanted  
Ice Cube, I hate that fucker  
Get him off the air, get him off, get him off  
Get that rap shit out of here!  
Just get me a gat so I can smoke this motherfucker!

"
Modern Talking,Blinded By Your Love,/m/modern+talking/blinded+by+your+love_20094705.html,"I was blinded by your love  
I was blinded by your love  
I couldn't talk to you last night  
Friends and strangers side by side  
I was blinded by your love  
  
Oh God knows  
We're walking through a fire  
Sound of breaking hearts around  
Oh you know, we're burning in desire  
City of the lost and found  
In a world of broken dreams  
We will build a better life  
You're my Venus in blue jeans  
Only the strong survive  
So come on baby, come on baby  
  
Dreams are made  
Made of deep emotion  
Love will feed a brand new world  
Baby, you need the shadows and devotion  
Living in a better world  
There's a heavy weather girl  
The clouds disappear  
The masquerade of loneliness  
Is drowning too much tears  
Come on baby, come on baby

"
Oliver,Half Life,/o/oliver/half+life_20944201.html,"I'm awake in the afternoon, I fell asleep in the living room  
It's one of those moments when everything is so clear  
before the truth goes back into hidding  
I wanna decide cause it's worth deciding  
to work on finding something more than fear  
It takes so much out of me to pretend  
tell me now tell me how  
Make amens  
  
Maybe, I need to see the daylight  
live beyond the half life  
don't you see I'm breaking down  
O, lately.... Something here don't feel right  
this is just a half life  
is there really no escape, no escape from time  
of any kind  
  
I keep trying to understand  
this thing and that thing my felo man  
I guess i'll let you know when I figure it out  
I don't mind a few mysteries they can stay that away  
It's fine by me but you are another mystery I am missing  
It takes too much out of me to pretend  
  
Maybe I need to see the day light  
live beyond the half life  
don't you see I'm breaking down  
O, lately... Something here don't feel right  
this is just a half life  
Is there really no escape, no escape from time  
or any kind  
  
C'mon lets fall in love  
well c'mon lets fall in love  
c'mon lets.... Fall in love.... Again  
  
Cause lately, something here don't feel right  
this is just a half life  
without you I get breaking down  
O, wake me  
I wanna see the day light  
save me from this half life  
let you and I escape  
escape from time  
  
C'mon lets fall in love  
c'mon lets fall in love  
c'mon lets fall in love....... Again

"
Grateful Dead,Ship Of Fools,/g/grateful+dead/ship+of+fools_20062384.html,"Went to see the captain, strangest I could find,  
Laid my proposition down, laid it on the line.  
I won't slave for beggar's pay, likewise gold and jewels,  
But I would slave to learn the way to sink your ship of fools.  
  
Ship of fools on a cruel sea, ship of fools sail away from me.  
It was later than I thought when I first believed you,  
Now I cannot share your laughter, ship of fools.  
  
Saw your first ship sink and drown, from rockin' of the boat,  
And all that could not sink or swim was just left there to float.  
I won't leave you drifting down, but woh it makes me wild,  
With thirty years upon my head to have you call me child.  
  
Ship of fools on a cruel sea, ship of fools sail away from me.  
It was later than I thought when I first believed you,  
Now I cannot share your laughter, ship of fools.  
  
The bottles stand as empty, as they were filled before.  
Time there was and plenty, but from that cup no more.  
Though I could not caution all, I still might warn a few:  
Don't lend your hand to raise no flag atop no ship of fools.  
  
Ship of fools on a cruel sea, ship of fools sail away from me.  
It was later than I thought, when I first believed you,  
Now I cannot share your laughter, ship of fools.  
  
It was later than I thought when I first believed you,  
Now I cannot share your laughter, ship of fools.

"
Procol Harum,Look To Your Soul,/p/procol+harum/look+to+your+soul_20111581.html,"I know if I'd been wiser this would never have occurred  
But I wallowed in my blindness so it's plain that I deserve  
For the sin of self-indulgence when the truth was writ quite clear  
I must spend my life amongst the dead who spend their lives in fear  
Of a death that they're not sure of, of a life they can't control  
It's all so simple really if you just look to your soul  
  
Some say that I'm a wise man, some think that I'm a fool  
It doesn't matter either way: I'll be a wise man's fool  
For the lesson lies in learning and by teaching I'll be taught  
For there's nothing hidden anywhere, it's all there to be sought  
And so if you know anything look closely at the time  
At others who remain untrue and don't commit that crime

"
Bosson,On The Radio,/b/bosson/on+the+radio_20023057.html,"Someone found me a letter you wrote me on the radio  
And they told the world just how you felt  
It must have fallen out of a hole in your old brown overcoat  
They never said your name but i know just who they meant  
  
Woa woa  
I was so surprised and shocked and wondered too  
If by chance you heard it for yourself?  
I never told a soul just how i've been feeling over you  
But they said it really loud, they said it on the air  
  
[Chorus]  
On the radio oh oh oh  
On the radio oh oh oh...now now  
  
Don't it kind of strike you sad when you hear our song  
Things are not the same since we broke up last june  
The only thing that i want to hear is it that you love me still  
And that you think, you'll be coming home real soon  
  
Woho yeah it kinda' made me feel proud when i heard him say  
You couldn't find the words to say yourself  
And now in my heart i know i can say what i really feel  
'Cause they said it really loud they said it on the air  
  
[Chorus]  
  
If you think that love isn't found on on the radio  
Then tune right in you may find the love you lost  
'Cause now I'm sitting here with the girl i sent away long ago  
She finally realized he said it really loud on the radio  
  
[Chorus]

"
Lenny Kravitz,Just As Long As You Are There,/l/lenny+kravitz/just+as+long+as+you+are+there_20082691.html,"I'll walk across a river without any thought  
So it for you baby  
  
Just as long as you are there my love  
Just a long as you are there  
  
I'll go up to the mountain  
Go into the sea  
Gonna save you baby  
Alright you and me  
Just as long as you are there  
  
Just as long as you are there my love  
Just a long as you are there  
  
Boy you know I won't be far  
And if you call me I'll be there  
And we'll leave all our troubles behind  
As I walk through life I see that life  
Has taken me through so many changes  
But as long as we can learn to love  
I know everything's gonna be alright  
So take hold of my hand baby  
  
Just as long as you are there my love  
Just a long as you are there  
  
So baby just call me  
And you know that I'll be there  
And you don't have to beg or plead  
Just call my name  
  
I'll walk across the river  
I'll walk across the water

"
Rolling Stones,All The Way Down,/r/rolling+stones/all+the+way+down_20118286.html,"I was twenty one naive  
Not cynical, I try to please  
Her wit, her speech, her repartee  
Impressed me almost instantly  
  
She went all the way  
All the way down  
She went all the way, all the way  
  
She showed me love a hundred ways  
How she pimped and how she paid  
All the daughters, all the sons  
All were welcome, all would come  
  
We went all the way  
All the way down  
We went all the way, all the way  
  
I was King, Mr. Cool  
Just a snobby little fool  
(Like kids are now.)  
I dreamed of reaching greater heights  
I raved about it every night  
Talk is cheap  
  
She went all the way, all the way  
All the way down, yeah  
She went all the way  
All the way all the way  
All the way, all the way down  
  
She's there when I close my eyes  
There when I close my eyes  
She's there when I close my eyes  
There when I close my eyes  
  
How the years they rush on by  
Birthdays, kids and suicides  
Still I play the fool and strut  
Still you're a slut  
  
Hey girl, she went all the way  
All the way, all the way  
All the way down  
She went all the way  
All the way, all the way  
All the way down  
She went all the way  
All the way, all the way  
All the way down  
  
You give me back that time right now  
I can see it if I close my eyes  
Was every minute just a waste?  
Was every hour a foolish chase?  
I don't believe it  
  
She went all the way  
All the way down  
She went all the way  
All the way down  
She went all the way  
All the way down  
She went all the way  
All the way all the way  
All the way down  
She went all the way  
All the way all the way  
All the way down

"
Van Halen,Take Your Whiskey Home,/v/van+halen/take+your+whiskey+home_20142908.html,"Well, my baby, she don't want me around.  
She said she's tired of watchin' me fall down.  
She wants the good life, only the best.  
But I like that bottle better than the rest.  
And she said: I think that you're headed for a whole lot of trouble.  
Well, I think that you're headed for a whole lot of trouble.  
Well, I think that you're headed for a whole lot of trouble.  
If you take your whiskey...  
Well, that liquor in the nighttime leaves strange memories.  
Seems a lifetime since yesterday.  
Come the daybreak, come the morrow,  
That woman's waited up all night for me again.  
She said: Well, I think that you're headed for a whole lot of trouble.  
Yeah, I think that you're headed for a whole lot of trouble.  
Yeah, you know that you're headed for a lot of trouble.  
If you take your whiskey home.  
Some goes to women, some goes to Jesus,  
Though I'm absolutely certain both's all right.  
But it takes me at least halfway to the label  
'Fore I can even make it through the night.  
Well, I think that you're headed for a whole lot of trouble.  
Yeah, I think that you're headed for a whole lot of trouble.  
Yeah, you know that you're headed for a lot of trouble.  
If you take your whiskey home.

"
Quiet Riot,Condition Critical,/q/quiet+riot/condition+critical_20172390.html,"Oh the tension's mounting  
The pressure starts to show  
All the men in haunting  
Please don't let me go  
  
(Don't go)  
Try to free my body  
(Don't go)  
Try to strap me down  
(Don't go)  
These'll never break me  
(Don't go)  
Free wheel to look at me  
  
Condition critical  
I'm feeling physical  
Condition critical  
Not really cynical  
  
The bells they are ringing  
Or is it in my head  
My nerves numb understanding  
I'm falling out of bed  
  
(Don't go)  
So call it paranoia  
(Don't go)  
I don't see it that way  
(Let's go)  
You say I adore ya  
(Hell no)  
We're gonna rock they way  
  
Condition critical  
I'm feeling physical  
Condition critical  
Not really cynical  
  
Ooh ooh  
  
Whips and chains  
Don't feel no pain  
What's so wrong  
I think I'm going out of my head  
Over heels  
I can't feel  
No pain, only pleasure  
Get me out  
Take me home  
Can't you see my condition  
  
Woo-woo-woo  
  
Condition  
Condition  
Condition critical, critical  
  
Condition  
Condition  
Condition critical  
  
Condition critical  
I'm feeling physical  
Condition critical  
Not really cynical  
  
Condition critical  
I'm feeling physical  
Condition critical  
Not really cynical (Cynical)  
  
Condition  
Condition  
Condition critical, critical  
  
Condition  
Condition  
Condition critical, critical  
  
Condition  
Condition  
Condition critical, critical  
  
Condition  
Condition  
Condition critical, critical  
  
Condition  
Condition  
Condition critical, critical  
  
The pressure is mounting  
I'm on the critical list, hell!  
  
Ooh-ooh-ooh

"
Dean Martin,Dinah,/d/dean+martin/dinah_20184901.html,"Dinah, is there anyone finer  
In the state of Carolina?  
If there is and you know her  
Show her to me  
  
Dinah, with her Dixie eyes blazing  
How I'd like to sit and gaze in  
To the eyes of Dinah Lee  
  
Every night why do I shake with fright?  
Because my Dinah might change her mind about me  
  
Got to tell you about Dinah  
If she went to China  
I'd would hop an ocean liner  
Just to be with Dinah Lee  
  
Dinah, is there anyone finer  
In the state of Carolina?  
If there is and you know her  
Show her to me  
  
Dinah, with her Dixie eyes blazing  
How I'd like to sit and gaze in  
To the eyes of Dinah Lee  
  
Every night why do I shake with fright?  
Because my Dinah might change her mind about me  
  
Here's the story about Dinah  
If she went to China  
I'd would hop an ocean liner  
Just to be with Dinah Lee  
Pretty Dinah Lee

"
Savage Garden,Hold Me,/s/savage+garden/hold+me_20122125.html,"Hey if we can't find a way out of these problems  
Then maybe we don't need this  
Standing face to face  
Enemies at war we build defenses  
And secret hiding places  
I might need you to hold me tonight  
I might need you to say it's all right  
I might need you to make the first stand  
Because tonight I'm finding it hard to be your man  
  
Hey more than angry words I hate this silence  
It's getting so loud  
Well I want to scream  
But bitterness has silenced these emotions  
It's getting hard to breathe  
So tell me isn't happiness  
Worth more than a gold and diamond ring?  
I'm willing to do anything  
To calm the storm in my heart  
I've never been the praying kind  
But lately I've been down upon my knees  
Not looking for a miracle  
Just a reason to believe  
  
I might need you to hold me tonight  
I might need you to say it's all right  
I might need you to make the first stand  
Because tonight I'm finding it hard to be your man  
  
Do you remember not long ago?  
When we used to live for the night-time  
Cherish each moment  
Now we don't live we exist  
We just run through our lives  
So alone  
That's why you've got to hold me  
  
Hey, if we can't find a way out of these problems  
Then maybe we don't need this  
Standing face to face  
Enemies at war we build defenses  
And secret hiding places  
I might need you to hold me tonight  
I might need you to say it's all right  
I might need you to make the first stand  
Because tonight I'm finding it hard to be your man

"
Erasure,Surreal,/e/erasure/surreal_20309790.html,"On your own, when it all goes wrong, like you're in jail  
Torn in two, threw the blame at you  
Night met reveals  
There is no guarantee, what crazy heart like me  
Should I go curl up and die?  
Surreal  
Precious time is slipping away  
Revealed  
Don't go wishing your life away  
Unreal  
A fortune can spend it on anyway  
A steal  
Precious time is running away  
One line folds and the next strikes gold  
Finds me in jail  
Try to run gotta buy me some free time and bail  
There is no guarantee fool for a hangmans tree  
Should I go curl up and die  
Surreal  
Precious time is slipping away  
Revealed  
Don't go wishing your life away  
Unreal  
A fortune can spend it on anyway  
A steal  
Precious time is running away  
There is no guarantee, what crazy fool like me  
Should I go curl up and die?  

"
Children,Away In A Manger,/c/children/away+in+a+manger_20590499.html,"Away in a manger,  
No crib for His bed  
The little Lord Jesus  
Laid down His sweet head  
  
The stars in the bright sky  
Looked down where He lay  
The little Lord Jesus  
Asleep on the hay  
  
The cattle are lowing  
The poor Baby wakes  
But little Lord Jesus  
No crying He makes  
  
I love Thee, Lord Jesus  
Look down from the sky  
And stay by my side,  
'Til morning is nigh.  
  
Be near me, Lord Jesus,  
I ask Thee to stay  
Close by me forever  
And love me I pray  
  
Bless all the dear children  
In Thy tender care  
And take us to heaven  
To live with Thee there

"
Steve Miller Band,Baby's Callin' Me Home,/s/steve+miller+band/babys+callin+me+home_20151402.html,"Baby's callin' me home  
She keeps on callin' me home  
Hate to see her cryin'  
My baby knows I'm dyin'  
But she keeps on callin' me home  
  
Baby knows I've been wrong  
But she keeps on callin' me home  
Hate to see her cryin'  
My baby knows I'm dyin'  
When she keeps on callin' me home  
  
Baby's callin' me home  
She keeps on callin' me home  
Hate to see her cryin'  
My baby knows I'm dyin'  
When she keeps on callin' me home  
My baby's callin' me home  
Mm  
My baby's callin' me home

"
Rod Stewart,I Wouldn't Ever Change A Thing,/r/rod+stewart/i+wouldnt+ever+change+a+thing_20117373.html,"I wouldn't change a thing if I could live it all again  
  
Ah listen  
It's funny you know when you sit down  
And think about what you had  
About the friends you used to know  
What happened, where did they all go  
Can you remember happy hours  
Spent drinkin' and thinkin'  
We thought we could change the world  
And we never, never, never, never, never  
Never thought we could get much older then  
  
We were the ones who loved to love the right to love  
We'd bring it on home with the right song  
Played at the right time  
What happened to the girl that you loved once and left  
Young man did you break her heart  
Did she live, and did she marry,  
Did she ever think on your face again  
Ah now hold on a minute  
  
I wouldn't change a thing if I could live it all again  
Ah yeah  
  
I think what you say is all so right  
But I find it hard to jog my memories  
Don't worry Lou you may never get another chance yeah  
  
Yes I think what you say is all so right  
But I find it hard to move my memories  
Say it again with a lot more feelin'  
  
And I think what you say is all so right  
But I find it hard to find my memories  
Don't sing so serious you make me feel so sad  
  
But if I was true to myself  
I would probably find it was a tear in my eye  
That stopped me from believing you  
Don't worry, don't worry, don't worry don't worry  
  
You know my tongue gets tired  
When I think back on all of the things we do  
But I wonder if I'll remember these few precious things  
As years pass me by  
Ah when young bodies that've grown older  
And mind's become dimmer  
I'll point the finger back in time  
  
I said I wouldn't change a thing if I could  
If I could, if I could live it all again, yeah

"
Offspring,What Happened To You?,/o/offspring/what+happened+to+you_20102678.html,"Before you started tokin  
You used to have a brain  
But now you don't get even the simplest of things  
I can draw a little picture  
  
Or even use my hands  
I try to explain but you just don't understand  
Man you're really losin' it  
And you've really done a lot of junk now  
  
But you keep abusin' it  
What in the world happened to you  
It's bad enough you do it to yourself  
But taking someone with you well you know that's something else  
  
I say I'm not that kind of person  
I'm not that kind of man  
I try to explain but you just don't understand  
I might be sympathetic or cut a little slack  
  
If I thought that you were willing to give a little back  
But you do it in the morning  
You do it in the night  
You lie to refrain from just facing your life  
  
So I'll see you man tomorrow  
You'll be gackin' up again  
I'll see you in a coffin by the time your wad is spent  
I think of all the times that I tried to lend a hand  
  
I try to explain but you just don't understand  
  
[Chorus]

"
LL Cool J,The Breakthrough,/l/ll+cool+j/the+breakthrough_20081048.html,"Knuckleheads spreadin' gossip all over town  
Every time I drive by you're just standin' around  
Hundred-bottles in your pocket, forty-dog in your hand  
Don't you know you're just a worker and your boss is my man?  
L.L. this, L.L. that, soon as I walk in the place  
I want to take my gun and shoot you in your muthafuckin' face  
You're playin' me too close with the schemin' and games  
I guess the beef and the bullshit is the price of fame  
Movies, records, goin' on tour  
Twenty-thousand people hip-hoppin' on the floor  
Whole parties body-rockin', and everything's chill  
Get back to New York, and the suckers act ill  
See I fought with the devil, made a promise to God  
I have experience in goin' all the way to the top  
It's harder harder than hard  
All the suckers are barred  
You used to try to talk down now your ego is scarred  
See the problem is you want what another man has  
His car, his wife, or his razzamatazz  
But that's weak, you gotta do work on your own  
Cause when you're rich you got friends  
But when you're poor you're alone  
So get your own on your own, it'll strengthen your soul  
Stop livin' off your parents like you're three years old  
Instead of walkin' like you're limp and talkin' yang about me  
Why don't you take your monkey-ass and get a college degree?  
Or write a rhyme and ride a bike and try to live carefree  
Hope my message reaches you before you're seventy-three  
A old man, when people ask you what you did with your life  
You'll say ""I hated L.L. and I carried a big knife""  
Every day is a chase, every day is a race  
And every day you're being overpowered by my bass  
Too much juice to be a deuce, I had to be a ace  
It's like the fire's in my eyes and the gun's in my face  
I'm stompin' stupid knuckleheads until they bleed  
I'm the leader of the show, so it's up to me to lead  
I'ma lead you away from drugs and petty crime  
Lead you away from wack beats and rhyme  
Lead you to that ticket line  
So you can come in my show and watch the stars shine  
Get busy, not dizzy, want to teach the young  
The last man who didn't listen ended up gettin' hung  
Not that I killed him, it's just  
He didn't want to trust  
The words of a master that's why you must  
Take heed to the speech, it's gonna reach your ear  
Don't try to say you can't hear 'cause the words are clear  
Throwin' flurries, punks scurry and I bury the rest  
You better hurry up and rock a rhyme and give it your best  
Cause tonight's the night we gonna see the big fight  
Twelve-gauge on the stage in case it don't go right  
E-Love drives a tank, he's strong like a truck  
If you're cryin' while you're dyin' we ain't givin' a fuck  
L.L. Cool J is on the microphone  
Tellin' all you punk ducks ""Leave me the hell alone""  
Cause I'm rated X, born to snap necks  
Straight up and down, no special effects  
I'm the professor, the teacher, the hip-hop dean  
If Russia bombed the U.S., they'd be scared to touch Queens  
Cause that's where I live, and this is what I give  
Turnin' top-notch crews into fugitives  
They run, they frightened, they hide from King Titan  
Like a sniper when he's shootin' or a viper when he's bitin'  
Here I am, tellin' the truth  
And I'm spreadin' the word to my fellow youth  
It goes man-to-man and jam-to-jam  
I got hip-hop, rock, and love song fans  
All you petty MC's in the state of New York  
Gettin' a thousand for a show but you still want to squawk  
Can't get a decent contract, your beats ain't workin'  
Dogged-out Pumas plus you're manager's jerkin'  
Your mic sounds weak, remember that sieezer  
I'm badder than Napoleon, Hitler or Caesar  
I'm a hit man, but I'm not for hire  
Fly girl's desire, the man you admire  
Not only on the stage, I rock in the park  
And I'm a killer in the daytime, and worse after dark  
So don't never ever mess with the king of the sound  
L.L. Cool J, the baddest around.

"
Billy Joel,This Is The Time,/b/billy+joel/this+is+the+time_20072932.html,"We walked on the beach beside that old hotel  
They're tearing it down now  
But it's just as well  
I haven't shown you everything a man can do  
So stay with me baby  
I've got plans for you  
  
This is the time to remember  
Cause it will not last forever  
These are the days  
To hold on to  
Cause we won't  
Although we'll want to  
This is the time  
But time is gonna change  
You've given me the best of you  
And now I need the rest of you  
  
Did you know that before you came into my life  
It was some kind of miracle that I survived  
Some day we will both look back  
And have to laugh  
We lived through a lifetime  
And the aftermath  
  
This is the time to remember  
Cause it will not last forever  
These are the days  
To hold on to  
Cause we won't  
Although we want to  
This is the time  
But time is gonna change  
I know we've got to move somehow  
But I don't want to lose you know  
  
Sometimes it's so easy  
To let a day  
Slip on by  
Without even seeing each other at all  
But this is the time you'll turn back and so will I  
And those will be the days you can never recall  
  
And so we embrace again  
Behind the dunes  
This beach is cold  
On winter afternoons  
But holding you close is like holding the summer sun  
I'm warm from the memory of days to come  
  
This is the time to remember  
Cause it will not last forever  
These are the days  
To hold on to  
But we won't  
Although we'll want to  
This is the time  
But time is gonna change  
You've given me the best of you  
But now I need the rest of you

"
Journey,I Would Find You,/j/journey/i+would+find+you_20075766.html,"Many days have faded away and the time has passed,  
Those were memories that have been by so fast,  
I can't see you  
I can't hear you  
But I feel you  
  
I would find you,  
I would find you,  
Well, I would find you,  
I would find you  
I would find you  
  
Now that we know that we've been there and the time is running out,  
That message was from the Lord without a doubt,  
I can't see you  
I can't hear you  
But I feel you  
  
Could it be that I feel so all alone  
It's you that's driving me mad  
You won't leave me alone  
  
You have touched my soul  
You have touched my soul  
Now hear me  
  
Could it be that you feel so all alone?  
If it's me that's driving you mad,  
Oh, I would leave you alone  
Oh yes I would.

"
Alabama,Food On The Table,/a/alabama/food+on+the+table_20522154.html,"My dad was a big man with a will that was tough  
He was at his best when the going was rough  
He made a living for the family and never had to cheat  
To keep food on the table and shoes on our feet  
  
We sat down at the table and thanked god in prayer  
Cause we had plenty to eat and plenty to wear  
We had patches on our britches but momma kept us neat  
We had food on the table and shoes on our feet  
  
We picked the cotton and gathered the corn  
We were taught to work from the day we were born  
Mom and dad and all us children worked in the summer's heat  
To keep food on the table and shoes on our feet  
  
When you sit down at the table thank god in prayer  
If you've got plenty to eat and plenty to wear  
If you've got patches on your britches just be sure to keep em neat  
If you've got food on the table and shoes on your feet

"
Bee Gees,Irresistible Force,/b/bee+gees/irresistible+force_20015687.html,"In the name of love and life  
Turn your face to the lonely night  
But you're not alone when she calls you home  
And this your world is on the edge  
As good as lost but you know the way  
Through the faceless town  
And she pulls me down  
  
I know the place and the time (of our lives)  
So long ago  
And all through the years (never dies)  
All things must pass  
  
Irresistible force meets an immovable object and  
Human animal madness and blood starts to flow  
Invisible fingers and indescribable pleasure  
I get to find my personal god  
I get to find my personal god  
  
God of love, god of gold  
Ring of fire in the days of old  
It's what I'm living for and love's the only law  
So answer Mayday, S.O.S.  
Search me North, East, South, or West  
It's all I miss, just the one last kiss  
  
This is goodbye to the days (of our lives)  
My fair-weather friend  
I feel your sorrow and tears (they are mine)  
I share to the end  
  
Irresistible force meets an immovable object and  
Human animal magic  
How far can you go?  
The rolling of thunder and,  
You decide what you're after  
  
I get to find my personal god  
I get to find my personal god  
  
I surrender  
All or nothing  
You must spread your wings and fly  
  
I know the place and the time (of our lives)  
My fair-weather friend  
I feel your sorrow and tears (they are mine)  
We share to the end  
When an irresistible force meets an immovable object  
Human animal madness and blood starts to flow  
There's bound to be heartbreak  
You make it the hard way  
  
I surrender  
All or nothing  
You must spread your wings and fly

"
Neil Sedaka,The Girl For Me,/n/neil+sedaka/the+girl+for+me_20207979.html,"The way you hold me tight, the way you kiss good-night,  
And every time we dance, my heart goes in a trance.  
You're something special, oh so special,  
You're the girl for me.  
The way you fix your hair, the way you choose your clothes,  
And every time you smile, your lovely dimple shows.  
You're something special, oh so special,  
You're the girl for me.  
Anything you ask me, I will do,  
Anything at all I'll do for you.  
The way you like to laugh at things we used to do,  
And even when I'm sad, you make me happy too.  
You're something special, oh so special,  
You're the girl for me.

"
Mary Black,Dockland,/m/mary+black/dockland_20089962.html,"Late glow on an early winter evening in Dockland  
With my ship of dreams moving easily across the sound  
Reminiscence is weighing me down with a vengeance  
Tide water so deep I think I'm going to drown  
  
But in the wink of an eye I am rising above the affliction  
In the wink of an eye I am come back in from the cold  
I don't even have to try and I'm gone out of here without notice  
Gone out of Dockland without a care in the world  
  
It didn't hit me when I met you coming out of the shambles  
It didn't hit me when you took me to the summer field  
I didn't flinch when you told me that you'd get what you wanted  
I never had what it takes to have a heart of steel  
  
But in the wink of an eye I am rising above the affliction  
In the wink of an eye I am come back in from the cold  
I didn't even have to try and I'm gone out of here without notice  
I'm gone out Dockland without a care in the world  
Gone out of Dockland  
  
Yes, I loved you the time that is was  
And yes, you may rip me whenever you want  
  
So it goes on a crystal-clear morning in Dockland  
And heaven knows if I'll ever live to love again  
Struck down by the kiss of an angel in limbo  
Laid low by the act of the going  
  
But in the wink of an eye I am rising above the affliction  
In the wink of an eye I am come back in from the cold  
I don't even have to try and I'm gone out of here without notice  
Gone out of Dockland without a care in the world  
  
I'm gone out of Dockland without a care in world

"
Pat Benatar,Dirty Little Secrets,/p/pat+benatar/dirty+little+secrets_20104776.html,"It seems I loved you for so long  
It seems like all of my life  
Just like a child who doesn't belong  
You'd turn, 'til even the sun became your shadow  
And I hate you in your innocence, you know  
But I hate myself even more for lovin' you so  
  
Sometimes I believed, what you had to say  
Then I watched you bleed, all the truth away  
Somewhere in my heart, there's a place I know  
Where all our dirty little secrets go  
  
Nobody's perfect, certainly not us  
We've all got secrets to keep  
I would have kept yours safe in my heart  
You would have always known where to find me  
And I know you better that I know myself, you know  
So why pretend you've got somewhere else to go  
  
Sometimes I believed, what you had to say  
Then I watched you bleed, all the truth away  
Somewhere in my heart, there's a place I know  
Where all our dirty little secrets go  
  
Sometimes it hurt so bad that you cry  
Then there's the times you wish you had died  
Sometimes the truth is worse than the lie, sometimes  
Sometimes it's best to lock it away  
In a place that's secret and safe  
Sometimes you just pretend you don't know  
Sometimes it's best to let go  
  
Sometimes I believed, what you had to say  
Then I watched you bleed, all the truth away  
Somewhere in my heart, there's a place I know  
Where all our dirty little secrets go

"
Lana Del Rey,Born To Die,/l/lana+del+rey/born+to+die_20987715.html,"My oh me, my  
Feet don't fail me now  
Take me to your finish line  
Oh my heart it breaks every step that I take  
But I'm hoping that the gates, they'll tell me that you're mine  
Walking through the city streets  
Is it by mistake or design  
I feel so alone on a Friday night  
Can you make me feel like home if I tell you you're mine  
  
Don't make me sad, don't make me cry  
Sometimes love is not enough and the road gets tough I don't know why  
Keep making me laugh,  
Lets go get high  
The road is long, we carry on  
Try to have fun in the meantime  
  
Come take a walk on the wild side  
Let me kiss you hard in the pouring rain  
You like your girls insane,  
So choose your last words, this is the last time  
Cause you and I, we were born to die  
  
Lost but now I am found  
I can see but once I was blind  
I was so confused as a little child  
Tried to take what I could get  
Scared that I couldn't find  
All the answers honey  
  
Don't make me sad, don't make me cry  
Sometimes love is not enough and the road gets tough I don't know why  
Keep making me laugh,  
Lets go get high  
The road is long, we carry on  
Try to have fun in the meantime  
  
Come take a walk on the wild side  
Let me kiss you hard in the pouring rain  
You like your girls insane,  
Choose your last words, this is the last time  
Cause you and I, we were born to die  
We were born to die  
We were born to die  
  
Come and take a walk on the wild side  
Let me kiss you hard in the pouring rain  
You like your girls insane  
  
Don't make me sad, don't make me cry  
Sometimes love is not enough and the road gets tough I don't know why  
Keep making me laugh  
Lets go get high  
The road is long, we carry on  
Try to have fun in the meantime  
  
Come take a walk on the wild side  
Let me kiss you hard in the pouring rain  
You like your girls insane  
Choose your last words, this is the last time  
Cause you and I, we were born to die (We were born to die)

"
